Title,Details,Maplink,Description,Link
"Blaž Kozjek, pozavna & Žan Pečenik, evfonij (11. koncert Mednarodnega glasbenega cikla Mladi virtuozi)","  Datum: 14. 03. 2024 ob 19:00
  Kraj: Ljubljana, Viteška dvorana Križank 
  Tip: Festivali, Glasbene prireditve, Kulturne prireditve
  Kontakt: Festival Ljubljana +386 (0)1/241 60 00 info@ljubljanafestival.si 
","https://www.google.com/maps/dir/Current+Location/46.0464,14.5032","
Žan Pečenik je končal Konservatorij za glasbo in balet Maribor. V preteklih letih se je predstavil kot solist z različnimi orkestri, najodmevnejši pa je bil solistični nastop aprila 2019 s Pihalnim orkestrom Konservatorija za glasbo in balet Maribor. Od 10. leta je redni član Pihalnega orkestra občine Šentilj Paloma in od leta 2017 tudi zasedbe Brass Band Slovenija. Je prejemnik nagrade dr. Romana Klasinca za izjemne dosežke na področju glasbe za 2018/2019. Šolanje nadaljuje na Akademiji za glasbo v Ljubljani.
 Žan Pečenik je končal Konservatorij za glasbo in balet Maribor. V preteklih letih se je predstavil kot solist z različnimi orkestri, najodmevnejši pa je bil solistični nastop aprila 2019 s Pihalnim orkestrom Konservatorija za glasbo in balet Maribor. Od 10. leta je redni član Pihalnega orkestra občine Šentilj Paloma in od leta 2017 tudi zasedbe Brass Band Slovenija. Je prejemnik nagrade dr. Romana Klasinca za izjemne dosežke na področju glasbe za 2018/2019. Šolanje nadaljuje na Akademiji za glasbo v Ljubljani. Blaž Kozjek je 20-letni pozavnist iz Domžal. Med šolanjem na konservatoriju je prejel številne nagrade na različnih tekmovanjih. Leta 2023 je kot solist nastopil v zasedbi kvarteta pozavn s Simfoničnim orkestrom Konservatorija za glasbo in balet Ljubljana. Redno sodeluje tudi pri Godbi Domžale in v Simfoničnem orkestru Domžale – Kamnik. Študij pozavne nadaljuje na Akademiji za glasbo v Ljubljani pri prof. Dušanu Kranjcu.",https://ljubljanafestival.si/event/zan-pecenik-evfonij-blaz-kozjek-pozavna/
Mednarodni festival Čili in čokolada,"  Datum: 22. 03. 2024 ob 10:00 - 23. 03. 2024 ob 21:00
  Kraj: Maribor, Trg Leona Štuklja, Maribor 
  Tip: Festivali, Gastronomske prireditve
  Organizator: Factumevent 
","https://www.google.com/maps/dir/Current+Location/46.559,15.6502","
Mednarodni festival, kjer se združujejo sladki in pekoči užitki.
 Mednarodni festival, kjer se združujejo sladki in pekoči užitki. Uvod v gastronomsko obarvano leto v štajerski prestolnici zaznamuje pomladni vikend sladkih in pikantnih okusov. Nepozabno doživetje sladko pikantnih kreacij lahko doživite 22. in 23. marca 2024, ko bo v Mariboru Mednarodni festival Čili in Čokolada #5. Družili se bomo med 10. in 21. uro. V Maribor ponovno prihaja več kot 30 različnih ustvarjalcev čilijevih in čokoladnih kreacij iz Slovenije in tujine, še bolj sladki in še bolj pikantni ponudniki. Predstavili nam bodo svoje slastne in pikantne izdelke, ter nas popeljali na posebno pikantno in sladko avanturo, kjer bomo lahko tako okušali kot tudi soustvarjali. Izvedeli bomo vse, česar do zdaj še nismo vedeli o čokoladi in čilijih ter zakaj se nasprotja tako zelo privlačijo. Skupaj bomo ponovno začinili Maribor in ga za dva dni spremenili v najslajše mesto na svetu. Več informacij kmalu.",https://www.visitmaribor.si/si/kaj-poceti/dogodki-in-prireditve/vsi-dogodki-in-prireditve/6489-mednarodni-festival-cili-in-cokolada
Dnevi divjih špargljev,"  Datum: 29. 03. 2024 - 14. 04. 2024 
  Kraj: Izola, Izolske gostilne in restavracije 
  Tip: Gastronomske prireditve
  Kontakt: Turistično združenje Izola g.i.z. 056401050 tic.izola@izola.si 
","https://www.google.com/maps/dir/Current+Location/45.537,13.6594","
Kulinarični dnevi v izbranih gostilnah in restavracijah.
 Kulinarični dnevi v izbranih gostilnah in restavracijah. Na Dnevih divjih špargljev boste v izolskih gostilnah in restavracijah uživali v jedeh s temi zdravimi divjimi poganjki , ki so značilni predvsem za Istro. Na raznolike načine jih bodo za vas pripravljali izbrani izolski chefi. Privoščite si fritajo s šparglji, testenine ali katero drugo specialiteto.",https://www.visitizola.com/okusi/dnevi-divjih-spargljev
Pomol okusov I,"  Datum: 30. 03. 2024
  Kraj: Izola, Severni izolski pomol 
  Tip: Festivali, Gastronomske prireditve
  Kontakt: Turistično združenje Izola g.i.z. 056401050 tic.izola@izola.si 
","https://www.google.com/maps/dir/Current+Location/45.5393,13.6558","
Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote.
 Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote. Na velikonočno soboto se odpre sezona izolskih kulinaričnih dogodkov na prostem. Prvi iz serije petih Pomolov okusov bo razveselil obiskovalce z istrsko kulinariko; morskimi dobrotami, specialitetami istrskega podeželja ter lokalnimi vini, gini, craft pivi in sladkimi mojstrovinmi.",https://www.visitizola.com/dogodki/pomol-okusov-i
Ana Mir (rog) in Godalni kvartet Opifex,"  Datum: 04. 04. 2024 ob 19:00
  Kraj: Ljubljana, Križanke 
  Tip: Glasbene prireditve
","https://www.google.com/maps/dir/Current+Location/46.0464,14.5032"," Ana Mir je glasbeno pot začela v Glasbeni šoli Škofja Loka. Po šestih letih nižje glasbene šole je izobraževanje nadaljevala na Konservatoriju za glasbo in balet v Ljubljani v razredu prof. Metoda Tomaca. Po končanem srednješolskem izobraževanju se je vpisala na Akademijo za glasbo v Ljubljani, kjer je junija 2023 diplomirala v razredu prof. Boštjana Lipovška. V poletnem semestru 2022/23 se je udeležila Erasmusove izmenjave na Visoki šoli za glasbo v Trossingenu pri prof. Saaru Bergerju. Magistrski študij od oktobra 2023 nadaljuje na salzburškem Mozarteumu v razredu prof. Matíasa Piñere in vzporedno pri prof. Boštjanu Lipovšku na ljubljanski Akademiji za glasbo. Je prejemnica različnih nagrad in priznanj na mednarodnih in nacionalnih tekmovanjih. Med drugim je leta 2019 s kvartetom rogov Et Cetera osvojila srebrno priznanje na tekmovanju TEMSIG. Leta 2020 in 2023 je prejela prvo nagrado in zlato priznanje na državnem tekmovanju TEMSIG. Sodeluje v različnih komornih sestavih, orkestrih po Sloveniji in v tujini, med drugim tudi s Slovensko filharmonijo in Simfoničnim orkestrom RTV Slovenija. Maja 2021 je uspešno opravila avdicijo in se pridružila Orkestru SNG Opere in Baleta Ljubljana. Aprila 2022 je z Orkestrom Slovenske filharmonije kot ena izmed solistov izvedla Moje melodije za osem rogov in orkester Helmuta Lachenmanna. Godalni kvartet Opifex sestavljajo violinista Nikola Pajanović in Laura de Wolff, violistka Rebeka Skok ter violončelistka Sara Čano. S pianistom Petrom Bubolo sodelujejo tudi kot klavirski kvintet. Umetniški vodja ansambla je Aleksandra Čano Muharemović, trenutno pa se izobražujejo v razredu prof. Emila Cantorja na Akademiji za glasbo Univerze v Ljubljani. Prvi koncert so izvedli v dvorani Radovljiške graščine, celovečerni koncert pa v Avditoriju Portorož. S prof. Tadejem Kenigom so igrali na Festivalu Ribnica, kjer so ob Dvořákovem Ameriškem kvartetu izvedli še Kvintet za klarinet in godala Carla Marie von Webra ter skladbo za Godalni kvartet in klarinet Nine Šenk. V sklopu Glasbene mladine ljubljanske so bili izbrani za koncertni cikel Ob klavirju, ki so ga izvedli v Slovenski filharmoniji, kjer so igrali Schumannov Klavirski kvintet v Es-duru. Marca 2023 so na slovenskem državnem tekmovanju TEMSIG osvojili prvo nagrado in posebno priznanje za interpretacijo skladbe Krzysztofa Pendereckega Godalni kvartet št. 3. Prvi violinist Nikola Pajanović je v Ljubljani magistriral junija 2023, trenutno pa se dodatno izobražuje na Kraljevi akademiji za glasbo v Londonu. Sara Čano je iz violončela diplomirala na Visoki šoli za glasbo in gledališče v Münchnu, svoj študij pa nadaljuje na Akademiji za glasbo v Ljubljani, kjer študirata tudi Rebeka Skok in Laura de Wolff. Program:",https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/ana-mir-rog-in-godalni-kvartet-opifex/
Luka Koper 10. Istrski maraton,"  Datum: 13. 04. 2024 - 14. 04. 2024 
  Kraj: Portorož 
  Tip: Športne prireditve
  Kontakt: Društvo Istrski maraton 070720940 info@istrski-maraton.si 
","https://www.google.com/maps/dir/Current+Location/45.579,13.7365","
Istrski maraton povezuje ​štiri istrska mesta​ – Koper, Izolo, Piran​ in Ankaran​. Je predvsem športni dogodek, a organizatorji si prizadevamo, da bi bil obarvan tudi turistično in trajnostno, saj promovira zdrav način življenja in preživljanja prostega časa v čistem in zdravem okolju, kar Istra nedvomno je.
 Istrski maraton povezuje ​štiri istrska mesta​ – Koper, Izolo, Piran​ in Ankaran​. Je predvsem športni dogodek, a organizatorji si prizadevamo, da bi bil obarvan tudi turistično in trajnostno, saj promovira zdrav način življenja in preživljanja prostega časa v čistem in zdravem okolju, kar Istra nedvomno je. ​Tekači se lahko udeležijo maratona (42 km), polmaratona (21 km) ali rekreativnega teka (10 km).​ Istrski maraton je postal ena najbolj znanih tekaških prireditev v Sloveniji, z drugo najbolj množično udeležbo tekačev in z eno najbolj slikovitih prog daleč naokoli. Elitna tekaška prireditev z omejenim številom udeležencev vsako leto tekačem in navijačem ponudi nekaj več, nekaj boljšega in drugačnega.",https://istrski-maraton.si/
Festival čokolade Radovljica,"  Datum: 20. 04. 2024 - 21. 04. 2024 
  Kraj: Radovljica 
  Tip: Festivali, Glasbene prireditve, Zabavne prireditve, Gastronomske prireditve, Otroške prireditve
  Kontakt: Turizem Radovljica (04) 531 51 12 info@radolca.si 
","https://www.google.com/maps/dir/Current+Location/46.3435,14.172","
Največji čokoladni dogodek in najbolj atraktivna kulinarična prireditev v Sloveniji.
 Največji čokoladni dogodek in najbolj atraktivna kulinarična prireditev v Sloveniji. Festival čokolade bo v letu 2024 potekal 20. in 21. aprila. Radovljica v času Festivala čokolade postane pravo čokoladno mesto, kjer lahko na različnih lokacijah okušate čokoladne izdelke slovenskih in tujih čokoladnic. Festival vsako leto pospremi bogat in zabaven spremljevalni program namenjen vsem generacijam. Več informacij o festivalu lahko poiščete na spletni strani: https://www.radolca.si/sl/festival-cokolade",https://www.radolca.si/sl/festival-cokolade
UTVV – Ultra Trail Vipavska dolina,"  Datum: 26. 04. 2024 - 28. 04. 2024 
  Kraj: Ajdovščina, Vipavska dolina 
  Tip: Športne prireditve
","https://www.google.com/maps/dir/Current+Location/45.8874,13.9045","
Prelevite se v legendarne bojevnike iz rimske dobe in se spopadite z razgibanimi kilometri po slikoviti Vipavski dolini.
 Prelevite se v legendarne bojevnike iz rimske dobe in se spopadite z razgibanimi kilometri po slikoviti Vipavski dolini. Razdalje: 10, 15, 30, 59, 107, 160km, pohod Kraljeva izvedba s štartom v Ajdovščini je 160-kilometrski tek Emperor s 6.300m vzpona in spusta, za kar imajo najpogumnejši 46 ur časa. Najboljši časi najdaljše trase, ki obkroži čudovito Vipavsko dolino, se gibljejo okoli 20 ur! Če niste med tistimi, ki bi sprejeli najtežji izziv, lahko izbirate tudi med krajšimi trasami ali se podate na pohod ter preprosto uživate v naravi.  ",https://ultratrail.si/sl/
Pomol okusov II,"  Datum: 04. 05. 2024
  Kraj: Izola, Severni izolski pomol 
  Tip: Festivali, Gastronomske prireditve
  Kontakt: Turistično združenje Izola g.i.z. +386 5 640 10 50 tic.izola@izola.si 
","https://www.google.com/maps/dir/Current+Location/46.2433,13.6594","
Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote.
 Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote. Pridružite se nam na Pomolu okusov v Izoli, kulinarični prireditvi na prostem, ki jo na severnem izolskem pomolu organiziramo večkrat letno. Dogodek poteka v idiličnem ambientu s pogledom na priljubljeni izolski plaži Svetilnik in Bele skale in vam na enem mestu ponuja izkušnjo lokalnih kulinaričnih specialitet. Vsak Pomol je malce drugačen, le sončni zahod je vedno krasen!",https://www.visitizola.com/dogodki/pomol-okusov-ii
Dnevi domačih pedočev,"  Datum: 17. 05. 2024 - 02. 06. 2024 
  Kraj: Izola, Izolske gostilne in restavracije 
  Tip: Gastronomske prireditve
  Kontakt: Turistično združenje Izola g.i.z. 05 640 10 50 tic.izola@izola.si 
","https://www.google.com/maps/dir/Current+Location/45.537,13.6594","
Kulinarični dnevi v izbranih gostilnah in restavracijah.
 Kulinarični dnevi v izbranih gostilnah in restavracijah. Dnevi domačih pedočev so najbolj priljubljeni kulinarični dnevi v Izoli. Takrat izolske gostilne in restavracije preplavi vonj po najbolj priljubljenih školjkah, ki jih običajno uživamo na buzaro. Na Dnevih domačih pedočev boste imeli priložnost preizkusiti tudi druge zanimive jedi, ki jih bodo za vas skuhali izolski chefi.",https://www.visitizola.com/dogodki/kulinaricni-dnevi-v-izbranih-gostilnah-in-restavracijah-dnevi-domacih-pedocev
Kočevsko Outdoor Festival,"  Datum: 31. 05. 2024 - 02. 06. 2024 
  Kraj: Kočevje, Kočevsko jezero 
  Tip: Športne prireditve
  Kontakt: JATrail, tekaška doživetja in organizacija dogodkov, d. o. o. 00386 (0)41 248 612 kocevsko@trailrun.si 
","https://www.google.com/maps/dir/Current+Location/45.6487,14.8703","
Pridruži se nam na najbolj divjem trail dogodku, ki bo od 31. maja do 2. junija v Kočevju! 5 razdalj in bogato festivalsko dogajanje!
 Pridruži se nam na najbolj divjem trail dogodku, ki bo od 31. maja do 2. junija v Kočevju! 5 razdalj in bogato festivalsko dogajanje! Razdalje: 5, 10, 15, 30, 60 km Slovenija je znana po gozdovih, a na Kočevskem so rekorderji: najbolj gozdnato pokrajino v državi pokriva kar 91% vseh površin. In pod to zeleno »streho« so speljane trase za tekače, ki so pripravljeni sprejeti drugačen izziv. Kočevski gozdovi so namreč kraljestvo rjavega medveda, zato ne bodite presenečeni, če boste naleteli na njegove sledi. Medvedje šape so tudi označba dobro znane Roške poti, ki se je tekaške trase večkrat dotaknejo. Konec teka je osvežujoč, saj je cilj ob rudniškem jezeru",https://kocevsko-outdoor.si/
59. Festival Borštnikovo srečanje,"  Datum: 03. 06. 2024 - 16. 06. 2024 
  Kraj: Maribor, Slovensko narodno gledališče Maribor 
  Tip: Kulturne prireditve
",,"
Festival Borštnikovo srečanje je osrednji, najstarejši in najuglednejši gledališki festival v Sloveniji.
 Festival Borštnikovo srečanje je osrednji, najstarejši in najuglednejši gledališki festival v Sloveniji. Festival, ki poteka v prvi polovici junija v Slovenskem narodnem gledališču Maribor, postreže z najboljšimi predstavami slovenskih gledališč. Ob koncu festivala strokovna žirija podeli nagrade za dosežke na več področjih gledališke ustvarjalnosti – najuglednejša med njimi je Borštnikov prstan, nagrada za izjemen igralski opus.",https://www.visitmaribor.si/si/kaj-poceti/dogodki-in-prireditve/vsi-dogodki-in-prireditve/5925-59-festival-borstnikovo-srecanje
43. Maraton Franja BTC City Ljubljana,"  Datum: 07. 06. 2024 - 09. 06. 2024 
  Kraj: Ljubljana 
  Tip: Športne prireditve
","https://www.google.com/maps/dir/Current+Location/46.0672,14.5417","
Maraton Franja je s svojo izbiro kolesarskih prog namenjen vsakomur, tako najboljšim kolesarjem kot tudi povprečnim rekreativcem in družinam.
 Maraton Franja je s svojo izbiro kolesarskih prog namenjen vsakomur, tako najboljšim kolesarjem kot tudi povprečnim rekreativcem in družinam. Trase tekmovanja: Kronometer Ljubljana-Domžale-Ljubljana (21,2 km) Več o programu si lahko preberete na povezavi.",https://www.franja.org/domov.html
Pomol okusov III,"  Datum: 08. 06. 2024
  Kraj: Izola, Severni izolski pomol 
  Tip: Festivali, Gastronomske prireditve
  Kontakt: Turistično združenje Izola g.i.z. +386 5 640 10 50 tic.izola@izola.si 
","https://www.google.com/maps/dir/Current+Location/45.5393,13.6558","
Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote.
 Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote. Pridružite se nam na Pomolu okusov v Izoli, kulinarični prireditvi na prostem, ki jo na severnem izolskem pomolu organiziramo večkrat letno. Dogodek poteka v idiličnem ambientu s pogledom na priljubljeni izolski plaži Svetilnik in Bele skale in vam na enem mestu ponuja izkušnjo lokalnih kulinaričnih specialitet. Vsak Pomol je malce drugačen, le sončni zahod je vedno krasen!",https://www.visitizola.com/dogodki/pomol-okusov-iii
Podbrdo Trail Running Festival,"  Datum: 14. 06. 2024 - 16. 06. 2024 
  Kraj: Podbrdo 
  Tip: Športne prireditve
  Kontakt: 040 202 449 info@ptrf.si 
","https://www.google.com/maps/dir/Current+Location/46.2138,13.9728","
Tekaški dogodek z dolgo brado bo leta 2024 na sporedu že triindvajsetič. 
 Tekaški dogodek z dolgo brado bo leta 2024 na sporedu že triindvajsetič.  Razdalje: 10, 20, 42, 70, 103 km Tekaški dogodek z dolgo brado bo leta 2024 na sporedu že triindvajsetič. Med drugim so se v klancih okrog Baške grape skusili tudi tekmovalci svetovnega prvenstva. In če veste, v kako ozko dolino je porinjeno naselje Podbrdo in kakšne gore jo obkrožajo, se ne boste čudili, da 103-kilometrski tek vsebuje več kot 6.500 metrov vzponov in prav toliko spustov. Poleg najbolj zahtevne trase lahko izberete tudi krajše, ki pa vas kljub temu ne bodo prikrajšale za užitke v prvinski naravi.",https://www.ptrf.si/
42. festival idrijske čipke,"  Datum: 14. 06. 2024 - 16. 06. 2024 
  Kraj: Idrija 
  Tip: Festivali, Kulturne prireditve, Etnološke prireditve
  Kontakt: Zavod za turizem Idrija 05 37 34 078 valerija.bozic@visit-idrija.si 
","https://www.google.com/maps/dir/Current+Location/46.05,14.0273","
Festival idrijske čipke s spoštovanjem do bogate tradicije ročno klekljanih čipk ohranja njihovo zgodovinsko izročilo ter hkrati spodbuja inovativnost pri oblikovanju in uporabi klekljanih mojstrovin.
 Festival idrijske čipke s spoštovanjem do bogate tradicije ročno klekljanih čipk ohranja njihovo zgodovinsko izročilo ter hkrati spodbuja inovativnost pri oblikovanju in uporabi klekljanih mojstrovin. Idrija se v času junijskega festivala prelevi v živahno čipkarsko središče, kjer se izmenjujejo znanja o tej prefinjeni spretnosti, prenašajo izkušnje na nove generacije in tkejo močna prijateljstva, ki kakor tisočere nevidne niti povezujejo ljudi širom sveta. Festival je skozi leta postal eden glavnih promotorjev destinacije Idrija, ki jo s ponosom imenujemo biser UNESCO dediščine, kamor je klekljanje na slovenskem kot nesnovna dediščina umeščeno.",https://www.festivalidrijskecipke.si/
Festival Lent 2024,"  Datum: 21. 06. 2024 - 29. 06. 2024 
  Kraj: Maribor, Prizorišča med Sodnim in Vodnim stolpom na obrežju reke Drave na Lentu ter po ulicah, trgih in mestnem parku 
  Tip: Festivali
  Organizator: Narodni dom Maribor 
",,"
V Mariboru se poletje prične z znamenitim Festivalom Lent!
 V Mariboru se poletje prične z znamenitim Festivalom Lent! Največji multikulturni in multižanrski poletni festival v tem delu Evrope je veliko več kot zgolj še en poletni festival – je doživetje kulture in druženja, gostoljubja in kulinarike ter živahnega, odprtega in prijaznega mesta, ki devet festivalskih dni in noči vabi na svoje živahne ulice in trge. Festival pod svojim okriljem združuje še druge mednarodno uveljavljene festivale, kot so Folkart, Jazzlent, ulično gledališče Ana Desetnica in Art Kamp.",https://www.visitmaribor.si/si/kaj-poceti/dogodki-in-prireditve/vsi-dogodki-in-prireditve/5951-festival-lent-2024
I feel Slovenia HIGHLANDER Hercules Julian Alp,"  Datum: 22. 06. 2024 - 26. 06. 2024 
  Kraj: Bohinjska Bistrica 
  Tip: Športne prireditve
  Kontakt: slovenia@highlanderadventure.com 
","https://www.google.com/maps/dir/Current+Location/46.2865,13.6694","
I feel Slovenia HIGHLANDER Julian Alps je daljinska pohodniška preizkušnja. Prehodite z nami 100 km v petih dneh in postanite HIGHLANDER. Pot vodi po južnem robu Triglavskega narodnega parka, mimo ledeniških dolin, jezer in smaragdnih rek. Doživite aktivne počitnice na pragu doma.
 I feel Slovenia HIGHLANDER Julian Alps je daljinska pohodniška preizkušnja. Prehodite z nami 100 km v petih dneh in postanite HIGHLANDER. Pot vodi po južnem robu Triglavskega narodnega parka, mimo ledeniških dolin, jezer in smaragdnih rek. Doživite aktivne počitnice na pragu doma. I feel Slovenia HIGHLANDER Hercules Julian Alps je pohodniška avantura, kjer boste prehodili 100 kilometrov iz Bohinja do Posočja. Pohod ni tekmovalnega značaja, predvidoma boste v enem dnevu prehodili vsaj 20 km in tako za celotno progo porabili 4-5 dni. Našo I feel Slovenia HIGHLANDER Hercules Julian Alps avanturo bomo začeli v Bohinju in nadaljevali čez prelaz Vrh Bače skozi skrivnostno Baško Grapo, mimo Kneških raven do Tolmina. Po štartu v krajih z alpskim podnebjem se bomo počasi, a vztrajno bližali področju s submediteranskim podnebjem in začutili boste razliko. Nadaljevali bomo preko Kolovrata, grebena polnega spominov na veliko vojno in končali ob bregovih kristalno čiste reke Soče v Kobaridu. Na poti se sprehodimo po južnih mejah Triglavskega narodnega parka pod grebenom Bohinjsko Tolminskih gora s čudovitim razgledi na Triglav.",https://www.highlanderadventure.com/sl/julian-alps/about#Hercules
I feel Slovenia HIGHLANDER Pegasus Julian Alps,"  Datum: 22. 06. 2024 - 24. 06. 2024 
  Kraj: Bohinjska Bistrica 
  Tip: Športne prireditve
  Kontakt: slovenia@highlanderadventure.com 
  Organizator: HIGHLANDER 
","https://www.google.com/maps/dir/Current+Location/46.302,13.909","
I feel Slovenia HIGHLANDER Julian Alps je daljinska pohodniška preizkušnja. Prehodite z nami 55 km v treh dneh in postanite HIGHLANDER. Pot vodi po južnem robu Triglavskega narodnega parka, mimo ledeniških dolin, jezer in smaragdnih rek. Doživite aktivne počitnice na pragu doma.
 I feel Slovenia HIGHLANDER Julian Alps je daljinska pohodniška preizkušnja. Prehodite z nami 55 km v treh dneh in postanite HIGHLANDER. Pot vodi po južnem robu Triglavskega narodnega parka, mimo ledeniških dolin, jezer in smaragdnih rek. Doživite aktivne počitnice na pragu doma. Našo I feel Slovenia HIGHLANDER Pegasus avanturo bomo začeli v Bohinjski Bistrici, nadaljevali čez prelaz Vrh Bače in skozi skrivnostno Baško Grapo, mimo Kneških raven do Mosta na Soči. Po štartu v krajih z alpskim podnebjem se bomo počasi, a vztrajno bližali področju s submediteranskim podnebjem in začutili boste razliko. Na poti se sprehodimo po južnih mejah Triglavskega narodnega parka pod grebenom Bohinjsko Tolminskih gora s čudovitim razgledi na Triglav. Pri HIGHLANDER pa ne gre samo za pohodništvo, za vsakega od nas se najde nekaj več. Občudovali bomo smaragdne reke, spoznavali geologijo in se po želji udeležili predavanj o zgodovini in značilnostih krajev, kjer bomo hodili. Po prečkanju ciljne črte pa bo največja dogodivščina osvežitev v smaragdni reki Soči. A pustolovščina se tu še vedno ne konča; vrnili se bomo z vlakom, ki vozi med Mostom na Soči in Bohinjsko Bistrico, torej pod gorsko verigo, ki smo jo prečkali pretekle dni.",https://www.highlanderadventure.com/sl/julian-alps/about#Pegasus
Soča Outdoor Festival,"  Datum: 28. 06. 2024 - 30. 06. 2024 
  Kraj: Tolmin 
  Tip: Športne prireditve
  Kontakt: Soča Outdoor Festival jana@soca-outdoor.com 
","https://www.google.com/maps/dir/Current+Location/46.1828,13.7329","
Soča Outdoor Festival: žurka za vso družino.
 Soča Outdoor Festival: žurka za vso družino. Razdalje: 5, 10, 15, 25, 35, 50 km, vertikal, družinski kolesarski izlet Pri Soča Outdoor Festivalu gre za nekaj več kot le tekmovanje v tem, kdo bo najhitreje pretekel slikovito traso na obronkih doline reke Soče. Že sama lokacija na sotočju Soče in Tolminke je pravljična, takšne so tudi steze, ki športnike vodijo preko gorskih pašnikov in osamljenih vasic na obrobju Triglavskega narodnega parka. Ne glede na to, katero razdaljo boste pretekli, vas na koncu čaka poživljajoča osvežitev s prečenjem reke Tolminke.",https://soca-outdoor.com/
K24 Ultra Trail,"  Datum: 09. 08. 2024 - 11. 08. 2024 
  Kraj: Črna na Koroškem 
  Tip: Športne prireditve
  Kontakt: Športno društvo K24 +386 (0)41 607 206 k24trail@gmail.com 
","https://www.google.com/maps/dir/Current+Location/46.4707,14.8507","
Ste že tekli v rudniku? Se nam je zdelo.
 Ste že tekli v rudniku? Se nam je zdelo. Razdalje: 24, 50, 100km Dih jemajočim panoramam petih vrhov (Peca, Olševa, Raduha, Smrekovec in Uršlja Gora) ter svežini divjih gozdov na Koroškem so srčni organizatorji tega legendarnega teka dodali še eno dimenzijo – temno globino! S kar 6,5 kilometri trase po opuščenem rudniku Mežica je K24 edinstven tekaški dogodek v svetovnem merilu, zato se ne gre čuditi, da se s koroškim terenom pride skusit več kot 500 tekmovalcev. Čas za 'stotko' je omejen na 28 ur.",https://k24trail.si/sl/domov/
Triglav Trail Run,"  Datum: 23. 08. 2024 - 25. 08. 2024 
  Kraj: Mojstrana 
  Tip: Športne prireditve
  Kontakt: LAJF d.o.o. +386 4 201 48 75 info@triglavtrail.com 
  Organizator: LAJF d.o.o. 
","https://www.google.com/maps/dir/Current+Location/46.4325,13.8759","
Triglav Trail Run je edinstveno tekaško doživetje, prava avantura v čudovitem okolju Julijskih Alp in Triglavskega narodnega parka. Tretja izvedba festivala trail teka po najlepših stezicah Julijskih Alp, bo potekala od 23. do 25. avgusta 2024.
 Triglav Trail Run je edinstveno tekaško doživetje, prava avantura v čudovitem okolju Julijskih Alp in Triglavskega narodnega parka. Tretja izvedba festivala trail teka po najlepših stezicah Julijskih Alp, bo potekala od 23. do 25. avgusta 2024. Razdalje: 12, 26, 44, 78 km Triglav ima kot najvišji slovenskih vrh in velik simbol Slovenstva osrednje mesto med slovenskimi gorami. In tako so ga v središče dogajanja »postavili« tudi organizatorji Triglav Trail teka. Ne, ne skrbite, ne bo se vam treba povzpeti prav na vrh slovenskega očaka, vas pa trase vodijo okoli njega oziroma v njegovi neposredni bližini, od koder boste imeli čudovit razgled na »troglavega skalnega velikana«. Izhodiščna točka je pri Slovenskem planinskem muzeju v Mojstrani, potem pa se spopadete vsak s svojo izbrano kilometrino in višinskimi metri.",https://www.triglavtrailrun.com/sl/
