Name,Date,Details,Description
Zven in odtis kamna,31. januar 2024,Škofja Loka Sokolski dom Škofja Loka Razstava ,"Rdeča nit prve razstave v
novem letu v Sokolskem domu Škofja Loka bo kamen. Razstava Zven in odtis kamna bo na ogled od 18. 1. 2024 do vključno 8. 2.
2024 v Galeriji Sokolskega doma Škofja Loka.
Svoje kamnite zveneče skulpture bo razstavilaAlenka Vidrgar. Na ogled bodo še litografije mlade grafičarke Monike Plemen.
Obe avtorici sta
študirali na Pedagoški fakulteti in Akademiji za likovno umetnost in
oblikovanje Univerze v Ljubljani. Razstavljali sta na več samostojnih in
skupinskih razstavah, tako v Sloveniji kot tudi v tujini.
Razstavo si lahko ogledate
v delovnem času Sokolskega doma:torek–petek: 10.00–12.00 in 17.00–19.00,sobota: 9.30–12.30,nedelja: 9.30–12.30 in 17.00–19.00,ponedeljki in prazniki: zaprto.
Več: Zavod 973, ema.nunar@zavod973.si
Sokolski dom Škofja Loka, 04 511 23 35, info@sokolskidom.si
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",1. februar 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,1. februar 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
Slikarsko – ustvarjalna razstava: PRAZNIČNI UTRINKI,1. februar 2024,"Gorenja vas - Poljane Krajevna knjižnica Gorenja vas, Poljanska cesta 87, 4224 Gorenja vas razstava ","Več: gorenjavas@knjiznica-skofjaloka.si, 04 510 71 00, 041 442 095
"
Zven in odtis kamna,1. februar 2024,Škofja Loka Sokolski dom Škofja Loka Razstava ,"Rdeča nit prve razstave v
novem letu v Sokolskem domu Škofja Loka bo kamen. Razstava Zven in odtis kamna bo na ogled od 18. 1. 2024 do vključno 8. 2.
2024 v Galeriji Sokolskega doma Škofja Loka.
Svoje kamnite zveneče skulpture bo razstavilaAlenka Vidrgar. Na ogled bodo še litografije mlade grafičarke Monike Plemen.
Obe avtorici sta
študirali na Pedagoški fakulteti in Akademiji za likovno umetnost in
oblikovanje Univerze v Ljubljani. Razstavljali sta na več samostojnih in
skupinskih razstavah, tako v Sloveniji kot tudi v tujini.
Razstavo si lahko ogledate
v delovnem času Sokolskega doma:torek–petek: 10.00–12.00 in 17.00–19.00,sobota: 9.30–12.30,nedelja: 9.30–12.30 in 17.00–19.00,ponedeljki in prazniki: zaprto.
Več: Zavod 973, ema.nunar@zavod973.si
Sokolski dom Škofja Loka, 04 511 23 35, info@sokolskidom.si
"
Pustni sprevod in veselo pustno rajanje,1. februar 2024,"Škofja Loka Vrtec Najdihojca – začetek sprevoda Trg pod Gradom- pustno rajanje *V primeru slabega vremena: Dvorana Vrtca Škofja Loka, enota Kamnitnik Zabavna prireditev za otroke ","Ob 16. 30 se bomo zbrali pred vrtcem Najdihojca in se ob zvokih Mestnega pihalnega orkestra odpravili na mestni trg, kjer nas čaka pustno rajanje in zabava! 
V primeru slabega vremena (dež ali sneg), pustnega sprevoda ne bo, rajanje pa bo potekalo v dvorani novega vrtca Kamnitnik (ob 17.00). 

Glede potrebnih informacij se lahko na nas obrnete preko e-maila:  dpm.skofjaloka@gmail.com ali telefonske številke 040 334 475 (Jelka Jelovšek Srebot)  
"
Odprtje razstave   Borut Cencel: Smisel življenja,1. februar 2024,Škofja Loka Sokolski dom razstava ,"Zavod 973 vabi na odprtje
slikarske razstave z naslovom Smisel
življenja, ki bo v četrtek, 1. februarja 2024, ob 18. uri v Sokolskem domu
Škofja Loka.
Svoje slike razstavlja Borut Cencel, ki se je rodil v Šentvidu
pri Stični, sedaj pa že štiri leta živi v Kranju. S slikarstvom se intenzivno
ukvarja zadnja tri leta. Njegove slike spominjajo na naivno slikarstvo, všeč pa
so mu motivi nadrealizma.
ema.nunar@zavod973.si
"
Borut Cencel: Smisel življenja,1. februar 2024,Škofja Loka Sokolski dom Škofja Loka razstava ,"Februarja si lahko v
Preddverju Sokolskega doma Škofja Loka ogledate razstavo z naslovom Smisel življenja.
Svoje slike razstavlja Borut Cencel, ki se je rodil v Šentvidu
pri Stični, življenjska pot pa ga je pripeljala v Kranj, kjer živi že štiri
leta. Vedno je rad risal in slikal, sedaj pa se s slikarstvom intenzivno
ukvarja zadnja tri leta. V tem času je razvil svoj slikarski izraz.
Motive upodablja na
lesonit ali platno. Njegove slike spominjajo na naivno slikarstvo, všeč pa so
mu motivi, ki se zgledujejo v nadrealizmu.
V naravo gre slikat
malokdaj, saj najraje slika doma. Slikanje mu pomeni sprostitev.
Razstavo si lahko
ogledate vse do 25. 2. 2024 v delovnem času Sokolskega doma:
·        torek–petek: 10.00–12.00 in 17.00–19.00,
·        sobota: 9.30–12.30,
·        nedelja: 9.30–12.30 in 17.00–19.00,
·        ponedeljek in prazniki: zaprto.

Več: Zavod 973, ema.nunar@zavod973.si, Sokolski dom Škofja Loka: 04 511 23 35
"
Loške glasbene vilice – Trio Lontrg,1. februar 2024,"Škofja Loka Pr’Pepet, Kopališka ulica 1 Koncert ","V okviru glasbeno-gastronomskega abonmaja
“Loške glasbene vilice” se bomo s Triom Lontrg, v katerem muzicirajo
violinistka Ana Julija Mlejnik Železnik, flavtist Luka Mlejnik Železnik in
violončelist Miloš Mlejnik, podali na glasbeno-gastronomsko potovanje od Dunaja
do Londona in nato še v St. Petersburg ob glasbi mojstrov klasične glasbe
(Beethoven, Haydn, Borodin). V kuhinji, na vaših krožnikih in v kozarcih bo z
nami poplesaval mojster kuharske umetnosti, Janez Ferlan z ekipo.
Več: Luka Mlejnik
Železnik

Tel.: 041 579 260, eart.institut@gmail.com
"
LEGO ROBOTIKA za osnovnošolce,1. februar 2024,Škofja Loka Mladinski oddelek Knjižnice Ivana Tavčarja Škofja Loka Tečaj za otroke ,"Vabljeni na celoletni tečaj lego robotike za osnovnošolce.
Na tečaju se bodo učenci naučili programirati na zabaven in praktičen način.
Mlajši učenci bodo gradili in spoznali, kako delujejo mehanske naprave.
Termini od:  14.45 do 16.15; od 16.30 do 18.00; od 18.15 do
19.45.

Več: Tilen – Inštitut 4.0: 040 331 881
"
Razstava fotokluba Anton Ažbe,1. februar 2024,Gorenja vas - Poljane Galerija Šubičeve hiše Poljane razstava ,
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",2. februar 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,2. februar 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
Slikarsko – ustvarjalna razstava: PRAZNIČNI UTRINKI,2. februar 2024,"Gorenja vas - Poljane Krajevna knjižnica Gorenja vas, Poljanska cesta 87, 4224 Gorenja vas razstava ","Več: gorenjavas@knjiznica-skofjaloka.si, 04 510 71 00, 041 442 095
"
Zven in odtis kamna,2. februar 2024,Škofja Loka Sokolski dom Škofja Loka Razstava ,"Rdeča nit prve razstave v
novem letu v Sokolskem domu Škofja Loka bo kamen. Razstava Zven in odtis kamna bo na ogled od 18. 1. 2024 do vključno 8. 2.
2024 v Galeriji Sokolskega doma Škofja Loka.
Svoje kamnite zveneče skulpture bo razstavilaAlenka Vidrgar. Na ogled bodo še litografije mlade grafičarke Monike Plemen.
Obe avtorici sta
študirali na Pedagoški fakulteti in Akademiji za likovno umetnost in
oblikovanje Univerze v Ljubljani. Razstavljali sta na več samostojnih in
skupinskih razstavah, tako v Sloveniji kot tudi v tujini.
Razstavo si lahko ogledate
v delovnem času Sokolskega doma:torek–petek: 10.00–12.00 in 17.00–19.00,sobota: 9.30–12.30,nedelja: 9.30–12.30 in 17.00–19.00,ponedeljki in prazniki: zaprto.
Več: Zavod 973, ema.nunar@zavod973.si
Sokolski dom Škofja Loka, 04 511 23 35, info@sokolskidom.si
"
Borut Cencel: Smisel življenja,2. februar 2024,Škofja Loka Sokolski dom Škofja Loka razstava ,"Februarja si lahko v
Preddverju Sokolskega doma Škofja Loka ogledate razstavo z naslovom Smisel življenja.
Svoje slike razstavlja Borut Cencel, ki se je rodil v Šentvidu
pri Stični, življenjska pot pa ga je pripeljala v Kranj, kjer živi že štiri
leta. Vedno je rad risal in slikal, sedaj pa se s slikarstvom intenzivno
ukvarja zadnja tri leta. V tem času je razvil svoj slikarski izraz.
Motive upodablja na
lesonit ali platno. Njegove slike spominjajo na naivno slikarstvo, všeč pa so
mu motivi, ki se zgledujejo v nadrealizmu.
V naravo gre slikat
malokdaj, saj najraje slika doma. Slikanje mu pomeni sprostitev.
Razstavo si lahko
ogledate vse do 25. 2. 2024 v delovnem času Sokolskega doma:
·        torek–petek: 10.00–12.00 in 17.00–19.00,
·        sobota: 9.30–12.30,
·        nedelja: 9.30–12.30 in 17.00–19.00,
·        ponedeljek in prazniki: zaprto.

Več: Zavod 973, ema.nunar@zavod973.si, Sokolski dom Škofja Loka: 04 511 23 35
"
TRADICIONALNI KONCERT BOŽIČNIH PESMI NA SVEČNICO Mešanega pevskega zbora VRELEC pri Društvu upokojencev Škofja Loka,2. februar 2024,Škofja Loka Kapucinska cerkev Svete Ane v Škofji Loki koncert ,"Svečnica je praznik luči. Na svečnico
cerkev blagoslavlja sveče in z njo se končuje božična doba.
 V
Kapucinski cerkvi Svete Ane se bo končala slavnostno,  s tradicionalnim koncertom božičnih pesmi Mešanega
pevskega zbora VRELEC  pri DU Škofja
Loka. 
 Pod
strokovnim vodstvom prof.  Dejana
Herakovića in klavirske spremljave prof. Kristine Jeke bo zbor zapel znane in
priljubljene  božične pesmi kot so: Sveta
noč, Božična pesem, Zvonček čuj, Zveličar preljubi je prišel nocoj in druge
liturgične pesmi.

Več: Sonja, 051 270
102
"
Gledališki tečaj,2. februar 2024,"Škofja Loka Martinova hiša, Mestni trg 26, Škofja Loka in KD Ivana Cankarja, Sv. Duh kulturna prireditev ","Gledališki tečaj je namenjen vsem, ki jih zanimata oder in poklic igralca brez starostne omejitve. Začenjamo z individualnimi urami učenja igre, sproščanja telesa, odpiranja glasu in dihalnih vaj ter izboljšave retorike preko nastopov. 
Mentorja sta: Nadja Strajnar Zadnik in Vid Zadnik
Društvo Glasba – Drama vabi k vpisu v gledališki tečaj otroke, dijake, študente in odrasle. 
V Knjižnici Jožeta Mazovca bo v torek, 6.2. 2024 ob 19. uri  literarni večer z naslovom: Moj pogled na Ivana Tavčarja, Franja Košenini, poročena Tavčar. Vabljeni!
V Sokolskem domu Škofja Loka bo 17. 2. 2024 ob 10. uri v okviru otroškega glasbenega abonmaja predstava Leteča žaba. Vabljeni!  

Več: Nadja Strajnar Zadnik
GSM:031 511 781
e-mail: nadja.strajnar@hotmail.com;
              nadja.strajnar@gmail.com 

"
Florian Zeller: ČUDEŽ,2. februar 2024,Škofja Loka Loški oder Škofja Loka Gledališka predstava ,"Več: Ana Babnik, 041 730 982, gledalisce@kd-loskioder.si
Več: Ana Babnik, 041 730 982,
 gledalisce@kd-loskioder.si

"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",3. februar 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,3. februar 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
